,날짜,오이가격,평균기온,최고기온,최저기온,강수량,일조시간,일사량,습도,거래량(톤),고급휘발유,보통휘발유,자동차용경유,소비자물가,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
0,2017-01-02,8907.0,5.974375,11.465,1.304375,0.575,4.38,6.568666667,76.789375,2.1,1817.61,1487.92,1281.55,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
1,2017-01-03,9011.0,4.11625,9.984375,-0.219375,0.5,8.215625,9.433333333,64.7675,23.76,1825.89,1492.17,1285.44,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
2,2017-01-04,9101.0,4.47375,10.685,-0.17625,0.5,6.87625,8.030666667,66.34875,21.79,1828.94,1495.37,1288.66,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
3,2017-01-05,10296.0,4.88875,9.02625,0.30375,18.61428571,1.143333333,4.212,71.096875,20.99,1831.73,1497.7,1290.76,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
4,2017-01-06,10374.0,5.891875,11.055625,2.035,3.16,5.939375,8.042,68.124375,15.3575,1833.63,1499.65,1292.58,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
5,2017-01-09,10456.0,4.451875,7.88625,-0.056875,2.642857143,6.20875,7.51,61.169375,17.6,1837.71,1503.96,1296.5,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
6,2017-01-10,10437.0,0.5075,4.66625,-2.553125,0.2,7.14125,8.492,52.900625,20.39,1837.94,1505.91,1298.42,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
7,2017-01-11,10450.0,-1.435,2.921875,-5.694375,0.95,7.74,9.426,47.409375,18.4675,1839.7,1507.16,1299.82,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
8,2017-01-12,10482.0,0.8675,5.76625,-3.16625,0.988888889,5.279375,7.151333333,57.186875,19.79,1839.95,1508.2,1300.7,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
9,2017-01-13,10427.0,-1.915,2.895,-5.301875,2.058333333,5.174375,6.958,53.933125,21.0475,1840.45,1509.01,1301.58,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
10,2017-01-16,10500.0,-2.404375,4.55,-7.81625,4.0,8.434375,10.572,49.608125,25.545,1840.7,1511.05,1303.38,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
11,2017-01-17,10502.0,-0.8225,5.886875,-6.605,0.1,6.218125,8.014,54.309375,24.155,1842.05,1511.69,1303.96,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
12,2017-01-18,10459.0,1.034375,5.86,-3.27375,0.0,4.083125,6.687333333,61.3175,23.98,1843.2,1512.3,1304.57,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
13,2017-01-19,10543.0,0.751875,6.925,-3.8075,0.6,7.1425,8.714666667,65.05,23.79,1842.13,1512.71,1304.91,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
14,2017-01-20,10462.0,-1.4775,1.49125,-5.02,13.46428571,4.25,6.05,68.01625,23.045,1841.61,1513.06,1305.33,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
15,2017-01-23,10480.0,-5.518125,-0.98125,-9.344375,10.825,8.178125,10.31733333,55.28375,24.2675,1841.88,1514.03,1306.04,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
16,2017-01-24,10605.0,-4.215625,1.565625,-9.185625,7.4,8.57875,11.34866667,54.536875,22.415,1842.67,1514.43,1306.38,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
17,2017-01-25,10578.0,-3.1025,3.4875,-8.791875,0.0,8.9825,11.94066667,55.028125,22.9375,1842.6,1514.77,1306.65,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
18,2017-01-26,11451.0,-0.131875,6.9125,-7.95625,2.375,7.709375,10.80933333,55.895,24.9525,1843.4,1515.4,1307.01,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
19,2017-01-31,11630.0,-2.41875,3.755,-7.860625,0.9,8.04125,11.09733333,55.39125,21.9,1840.61,1516.5,1307.99,2.2,10.4,1.6,1.7,1.1,2.9,1.6,2.6
20,2017-02-01,11540.0,-1.741875,4.16,-4.788125,0.2,7.2925,11.05066667,46.705,35.2875,1842.49,1516.7,1308.18,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
21,2017-02-02,10804.0,-0.40125,6.1375,-6.82375,0.0,9.5425,13.668,45.821875,35.0375,1843.99,1516.87,1308.23,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
22,2017-02-03,10572.0,2.435625,8.6625,-2.9775,0.0,7.910625,11.336,58.074375,44.25333333,1843.54,1516.95,1308.28,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
23,2017-02-06,10117.0,0.9625,4.788125,-2.109375,17.95,8.96,12.51133333,51.6825,46.90333333,1844.67,1517.18,1308.39,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
24,2017-02-07,10092.0,0.50125,6.32,-3.949375,0.0,5.688125,10.16333333,54.61,45.15,1843.89,1517.29,1308.36,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
25,2017-02-08,10081.0,1.1025,5.285,-2.854375,1.95,1.455333333,6.471333333,57.271875,49.85,1842.91,1517.31,1308.42,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
26,2017-02-09,8285.0,-2.030625,1.419375,-4.82375,2.814285714,7.1625,10.85866667,51.45,37.84,1843.48,1517.2,1308.22,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
27,2017-02-10,8185.0,-3.89,-0.394375,-6.428125,15.58571429,7.99625,11.57266667,51.92625,38.36333333,1843.4,1517.09,1308.21,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
28,2017-02-13,8211.0,1.47125,7.49125,-5.068125,2.242857143,7.928125,11.744,60.69375,42.46333333,1841.2,1517.02,1308.03,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
29,2017-02-14,8225.0,1.9925,7.7825,-2.47375,1.95,9.515,14.32333333,57.08125,38.90333333,1839.79,1516.94,1307.85,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
30,2017-02-15,8258.0,2.968125,10.85375,-4.171875,0.0,9.48125,13.626,52.235625,38.62333333,1840.39,1516.79,1307.68,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
31,2017-02-16,8213.0,7.6475,14.31875,-1.565625,7.4,6.465,10.58266667,64.4075,38.31,1842.18,1516.79,1307.67,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
32,2017-02-17,8205.0,5.79625,12.186875,-0.693125,8.88,7.8475,12.73133333,58.119375,37.66333333,1841.81,1516.69,1307.58,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
33,2017-02-20,8294.0,3.19,9.799375,-2.709375,24.475,7.26125,12.80266667,59.925,42.38,1842.62,1516.55,1307.26,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
34,2017-02-21,8351.0,1.356875,8.263125,-5.52125,0.0,9.83875,15.11533333,51.848125,39.36333333,1842.69,1516.54,1307.23,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
35,2017-02-22,8351.0,4.1025,6.13,1.095,77.3875,0.3125,1.686666667,83.016875,39.59666667,1842.88,1516.4,1306.97,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
36,2017-02-23,7886.0,1.48625,5.114375,-1.870625,6.7,7.451875,13.32666667,57.845,40.35333333,1843.39,1516.29,1306.83,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
37,2017-02-24,7771.0,0.838125,6.031875,-4.17625,0.2,9.7975,16.19466667,49.181875,40.32333333,1842.84,1516.11,1306.76,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
38,2017-02-27,7757.0,4.153125,11.084375,-1.45625,1.6,8.963125,15.124,58.99875,44.93666667,1842.49,1515.58,1306.08,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
39,2017-02-28,7757.0,5.501875,12.960625,-1.33125,0.1,10.03125,15.98,52.894375,41.89333333,1843.32,1515.39,1305.87,2.1,5.7,2.4,1.8,1.1,2.7,1.6,2.5
40,2017-03-02,7838.0,3.27875,7.1825,-0.215,9.093333333,6.36125,12.25066667,66.3,43.11333333,1842.81,1514.91,1305.23,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
41,2017-03-03,7801.0,4.226875,11.498125,-2.5475,0.0,10.151875,16.744,54.4725,43.40333333,1844.11,1514.75,1305.22,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
42,2017-03-06,7805.0,3.004375,7.01625,-0.74,4.74,10.17875,17.976,42.353125,52.29,1842.43,1514.09,1304.55,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
43,2017-03-07,7752.0,0.388125,4.684375,-2.631875,4.822222222,8.86875,15.79,46.814375,49.32333333,1839.56,1513.59,1304.04,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
44,2017-03-08,7747.0,1.53375,6.39625,-3.441875,2.225,7.705625,14.50133333,53.204375,37.235,1840.77,1513.2,1303.59,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
45,2017-03-09,7432.0,5.18375,11.22375,-1.010625,1.25,10.26866667,17.28533333,47.513125,37.76,1840.07,1512.76,1303.21,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
46,2017-03-10,7432.0,5.90125,12.875,-0.2675,0.9,10.69866667,18.23533333,43.14,37.8,1839.62,1512.17,1302.8,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
47,2017-03-13,7437.0,8.021875,13.57875,3.474375,3.05,7.99625,15.80133333,53.373125,43.1425,1838.18,1511.22,1301.76,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
48,2017-03-14,7425.0,5.999375,11.6425,1.41375,6.42,9.441875,17.17866667,54.15875,40.3925,1837.07,1510.48,1301.02,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
49,2017-03-15,7379.0,5.379375,12.32875,-0.7575,0.1,10.616875,18.52666667,51.144375,41.4775,1836.24,1509.7,1300.28,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
50,2017-03-16,7065.0,6.1725,12.97125,-0.274375,0.0,8.74125,16.05666667,54.15375,42.75,1835.92,1508.75,1299.25,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
51,2017-03-17,7063.0,7.46625,15.38875,0.06,0.0,10.735625,18.43466667,46.5825,44.24,1834.68,1507.81,1298.26,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
52,2017-03-20,7030.0,8.636875,13.7575,3.343125,19.725,1.665833333,5.924666667,64.759375,52.4,1833.02,1505.73,1296.27,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
53,2017-03-21,6927.0,7.436875,12.838125,3.3475,7.55,8.741875,17.21,61.513125,49.56,1829.92,1504.17,1294.74,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
54,2017-03-22,6902.0,7.33,13.843125,0.379375,0.0,7.27375,15.95133333,50.89625,50.1725,1827.83,1502.85,1293.51,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
55,2017-03-23,6403.0,9.053125,15.031875,4.543125,5.566666667,6.963125,14.08066667,46.99875,47.185,1826.7,1501.53,1292.12,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
56,2017-03-24,6359.0,8.300625,13.584375,3.22375,0.2,4.454375,12.79733333,54.3575,48.005,1826.27,1500.27,1290.88,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
57,2017-03-27,6312.0,6.266875,11.059375,2.948125,6.075,5.288125,12.58933333,71.734375,55.97,1823.47,1497.82,1288.47,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
58,2017-03-28,6279.0,7.578125,13.7075,1.40125,6.122222222,7.401875,15.898,61.356875,51.0125,1821.94,1496.23,1286.82,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
59,2017-03-29,6264.0,8.750625,13.87375,4.263125,7.5,6.829285714,13.61866667,71.46375,51.0225,1821.19,1494.77,1285.39,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
60,2017-03-30,6217.0,10.69,18.0525,3.535625,0.1,9.93125,19.526,58.5025,51.8325,1820.06,1493.63,1284.19,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
61,2017-03-31,6147.0,8.95125,12.326875,6.47,20.9,1.538571429,7.866666667,75.55625,55.94,1818.87,1492.8,1283.4,2.3,6.6,2.3,1.8,1.0,2.7,1.5,2.9
62,2017-04-03,6169.0,11.641875,19.985,3.525,0.0,11.20875,21.62933333,45.598125,66.125,1817.59,1489.82,1280.48,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
63,2017-04-04,6125.0,12.786875,21.505625,5.121875,0.0,10.493125,19.58333333,43.665625,60.78,1818.17,1488.87,1279.35,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
64,2017-04-05,6085.0,13.335,15.775625,10.73125,79.475,0.428,3.433333333,74.81625,62.8725,1818.02,1488.06,1278.42,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
65,2017-04-06,5782.0,13.455,16.21,10.96625,64.78125,1.614545455,5.502666667,90.434375,67.0575,1817.42,1487.51,1277.8,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
66,2017-04-07,5765.0,14.45,21.829375,9.041875,0.0,8.85625,19.11933333,73.213125,70.0225,1815.74,1486.94,1277.33,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
67,2017-04-10,5783.0,13.753125,19.4675,9.119375,1.4,8.471875,19.276,48.02875,83.245,1817.43,1486.3,1276.64,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
68,2017-04-11,5679.0,12.503125,18.356875,8.754375,56.27142857,7.23,16.79133333,65.945,80.1975,1820.13,1486.64,1276.81,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
69,2017-04-12,5615.0,12.2775,17.440625,7.7325,0.2,10.7175,21.51066667,32.070625,83.71,1819.76,1486.7,1276.95,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
70,2017-04-13,5112.0,13.204375,20.085625,5.463125,0.0,10.89625,20.80466667,47.27125,85.4125,1819.05,1486.69,1276.91,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
71,2017-04-14,4968.0,14.75625,19.965,9.165,7.06,6.754375,14.82866667,55.4925,84.41,1819.72,1486.73,1276.95,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
72,2017-04-17,4868.0,13.95,17.573125,11.074375,76.96875,1.145384615,3.006666667,84.45625,94.295,1819.2,1486.89,1277.0,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
73,2017-04-18,4844.0,13.3725,19.92625,9.19875,19.68461538,6.009375,14.29533333,74.931875,86.4825,1821.11,1487.6,1277.89,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
74,2017-04-19,4803.0,13.43375,19.20875,7.86625,0.0,11.8625,23.55933333,45.655625,86.13,1821.92,1487.86,1278.28,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
75,2017-04-20,4591.0,12.595,17.384375,9.46625,4.530769231,1.872,8.674,59.055625,85.3575,1822.82,1487.91,1278.32,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
76,2017-04-21,4505.0,13.125625,19.594375,7.581875,1.833333333,7.798125,19.05933333,64.613125,86.26,1823.41,1487.9,1278.26,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
77,2017-04-24,4504.0,15.164375,22.199375,7.1825,0.0,11.753125,24.026,52.073125,95.5275,1823.39,1487.78,1278.24,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
78,2017-04-25,4474.0,16.9225,21.79,11.79875,8.477777778,4.288125,14.894,65.89875,87.4925,1823.03,1487.54,1277.99,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
79,2017-04-26,4477.0,14.77125,19.835625,10.443125,8.353846154,7.375,18.52933333,57.905,87.815,1823.11,1487.35,1277.77,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
80,2017-04-27,4243.0,13.195625,19.256875,7.3475,0.0,10.783125,23.46533333,44.713125,88.8475,1822.88,1487.3,1277.64,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
81,2017-04-28,4233.0,15.175,22.56625,7.238125,0.0,10.78875,23.16333333,50.001875,89.1325,1822.14,1487.09,1277.54,2.0,4.8,1.5,1.8,1.1,2.9,1.4,2.4
82,2017-05-02,4160.0,17.388125,24.553125,10.750625,0.0,9.75625,20.04,52.015,97.7275,1819.08,1486.12,1276.54,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
83,2017-05-04,4110.0,19.4075,26.209375,12.3725,7.414285714,8.59125,19.15733333,61.620625,83.836,1817.24,1485.76,1276.09,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
84,2017-05-08,4053.0,18.09,24.2075,11.14625,0.55,5.248125,15.27933333,48.845,99.372,1817.61,1485.13,1275.51,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
85,2017-05-10,3947.0,15.66625,19.92875,13.024375,5.833333333,4.419375,12.72866667,82.875625,88.882,1814.32,1483.94,1274.26,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
86,2017-05-11,3663.0,18.905625,25.53875,12.63125,2.8,7.4025,18.75866667,73.059375,86.342,1813.29,1483.26,1273.58,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
87,2017-05-12,3667.0,18.01125,21.343125,14.815625,14.95,0.68,5.845333333,82.4875,82.71,1811.72,1482.5,1272.82,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
88,2017-05-15,3670.0,16.220625,21.51,10.915625,0.0,10.0025,22.47866667,56.56125,80.978,1812.04,1481.35,1271.72,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
89,2017-05-16,3682.0,16.583125,22.1125,11.7225,0.466666667,8.275,19.766,65.42125,69.55,1811.47,1480.75,1270.92,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
90,2017-05-17,3680.0,17.570625,24.399375,11.510625,10.425,11.3,23.7,65.05875,68.53,1811.38,1480.29,1270.49,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
91,2017-05-18,3908.0,19.57125,26.714375,12.115,0.0,12.471875,24.488,57.61875,66.382,1811.56,1479.88,1270.04,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
92,2017-05-19,3894.0,21.195,28.590625,13.964375,0.0,12.78375,25.94133333,47.305,65.698,1810.82,1479.43,1269.61,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
93,2017-05-22,3960.0,18.0625,27.49125,13.561875,0.0,12.0725,24.252,61.8075,75.242,1811.29,1478.6,1268.91,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
94,2017-05-23,3960.0,19.848125,25.304375,14.513125,15.63333333,4.199375,15.11333333,70.634375,72.048,1812.0,1478.36,1268.54,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
95,2017-05-24,3960.0,19.985625,25.24375,16.37125,18.86428571,6.85125,18.13866667,77.21875,77.578,1811.46,1478.11,1268.22,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
96,2017-05-25,4238.0,19.639375,27.08125,13.855625,0.3,12.081875,25.19466667,59.8775,68.79666667,1811.65,1477.75,1267.95,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
97,2017-05-26,4164.0,16.378125,21.75375,11.406875,2.4,11.53375,25.39666667,54.345625,72.91166667,1812.3,1477.55,1267.65,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
98,2017-05-29,4126.0,23.0175,30.08375,16.88125,0.0,11.670625,24.154,57.955,82.11666667,1811.68,1476.82,1267.01,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
99,2017-05-30,4091.0,22.909375,29.68625,16.751875,0.0,8.773125,19.998,55.2875,76.80333333,1810.94,1476.53,1266.77,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
100,2017-05-31,4080.0,20.688125,27.41625,16.874375,12.45,5.56625,16.36266667,68.758125,77.655,1811.22,1476.19,1266.49,2.0,6.4,1.4,1.8,1.1,2.4,1.4,2.5
101,2017-06-01,3618.0,21.284375,27.073125,16.735,25.02222222,8.099375,19.09733333,71.773125,75.97,1808.45,1475.24,1265.48,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
102,2017-06-02,3622.0,19.09625,25.306875,13.219375,0.7,12.653125,26.634,55.140625,74.4,1809.03,1474.51,1264.69,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
103,2017-06-05,3576.0,20.784375,27.513125,13.900625,0.1,11.385625,24.95666667,50.4325,76.68833333,1807.67,1473.3,1263.43,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
104,2017-06-07,3561.0,18.430625,21.305,16.040625,28.20625,1.170714286,6.083333333,88.054375,70.91666667,1805.4,1472.05,1261.92,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
105,2017-06-08,3797.0,20.166875,26.016875,15.854375,0.0,10.47125,24.00333333,67.92,68.105,1806.35,1471.13,1261.12,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
106,2017-06-09,3828.0,21.870625,27.91875,15.998125,4.82,9.961875,22.67333333,62.866875,66.21166667,1805.91,1470.03,1259.81,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
107,2017-06-12,3984.0,19.85625,24.97875,15.4725,0.366666667,8.321875,19.956,59.92125,66.92,1802.34,1467.61,1257.18,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
108,2017-06-13,4051.0,19.513125,25.258125,15.456875,16.25,8.259375,20.64866667,69.371875,59.48333333,1800.32,1466.07,1255.56,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
109,2017-06-14,4090.0,20.68875,26.6275,14.98875,0.2,11.7475,25.026,67.125,58.45666667,1800.63,1464.71,1254.23,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
110,2017-06-15,4587.0,22.55375,29.436875,16.525625,0.6,12.2425,25.14333333,60.7975,56.735,1800.06,1463.29,1252.92,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
111,2017-06-16,4566.0,22.52,28.79625,17.180625,0.1,11.825,24.28,65.343125,57.12833333,1798.5,1461.75,1251.31,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
112,2017-06-19,4529.0,24.169375,31.00125,17.581875,0.0,11.21,22.464,60.72625,65.73666667,1797.04,1458.78,1248.38,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
113,2017-06-20,4529.0,23.205,28.455625,18.268125,23.67777778,4.305384615,12.70933333,65.3125,58.705,1796.22,1457.15,1246.83,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
114,2017-06-21,4506.0,23.354375,29.096875,19.015,3.22,8.245,21.03,68.588125,61.855,1795.1,1455.31,1245.27,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
115,2017-06-22,4449.0,23.889375,30.0375,18.67375,0.0,11.14625,23.52,68.314375,64.23666667,1794.76,1453.61,1243.62,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
116,2017-06-23,4376.0,24.77625,31.45125,19.105625,2.4,9.57125,21.956,64.760625,67.29666667,1794.34,1452.03,1242.22,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
117,2017-06-26,4359.0,22.4625,27.135,19.878125,51.7,2.3425,11.762,83.416875,73.26333333,1792.27,1449.24,1239.39,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
118,2017-06-27,4359.0,23.28,27.974375,19.850625,14.93846154,5.0575,16.31666667,78.496875,66.40666667,1791.02,1447.56,1237.91,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
119,2017-06-28,4402.0,24.301875,29.80875,20.0375,18.31111111,7.501875,19.646,76.2175,67.85,1789.14,1446.23,1236.74,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
120,2017-06-29,4141.0,23.94125,28.30375,20.545,40.99166667,5.412857143,14.75066667,78.815,64.49166667,1788.95,1444.98,1235.64,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
121,2017-06-30,4093.0,25.0875,30.010625,21.02625,3.666666667,6.248125,17.85866667,77.05,61.35333333,1788.52,1444.1,1234.86,1.8,7.2,0.9,1.8,1.0,2.2,1.3,2.3
122,2017-07-03,4192.0,25.58125,28.73875,23.51375,168.6384615,1.755,9.836666667,87.2225,58.49166667,1788.43,1441.16,1231.72,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
123,2017-07-04,4340.0,25.514375,29.955625,23.151875,104.30625,4.67,14.95666667,87.163125,52.385,1788.48,1440.41,1230.93,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
124,2017-07-05,4421.0,26.0825,31.00875,22.663125,21.86666667,7.2675,19.55466667,80.1825,50.81833333,1787.9,1439.67,1230.41,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
125,2017-07-06,5931.0,25.67125,30.634375,22.410625,81.34,4.33,14.706,84.613125,46.93166667,1788.82,1439.24,1230.08,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
126,2017-07-07,6004.0,26.03875,28.77,23.259375,23.33333333,1.467857143,9.368,86.99375,44.915,1787.56,1438.93,1229.63,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
127,2017-07-10,6327.0,25.956875,28.105,23.99875,139.7923077,0.8975,6.024,89.774375,42.78666667,1787.55,1438.21,1229.02,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
128,2017-07-11,6543.0,26.15,30.2175,23.185,28.09285714,4.529375,15.48,82.645625,37.24833333,1790.36,1438.76,1229.67,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
129,2017-07-12,6614.0,27.0825,31.98,23.228125,0.2,9.8775,21.504,77.87625,36.02833333,1790.83,1438.42,1229.4,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
130,2017-07-13,8079.0,27.0,32.300625,22.534375,0.1,10.035625,22.23733333,76.946875,33.7,1791.06,1438.22,1229.21,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
131,2017-07-14,8419.0,24.985,32.67875,23.43375,41.59166667,6.45625,17.79733333,81.103125,34.43666667,1791.28,1438.05,1229.32,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
132,2017-07-17,8852.0,26.418125,30.328125,23.51125,30.22,2.567333333,11.19733333,84.085,35.19833333,1790.91,1438.0,1229.42,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
133,2017-07-18,9252.0,25.14625,29.814375,23.193125,18.37857143,3.735,12.78466667,85.34625,32.37833333,1788.87,1437.89,1229.2,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
134,2017-07-19,9245.0,27.575,32.65,23.84,0.1,8.60375,20.09333333,79.41,33.19666667,1788.88,1437.75,1229.21,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
135,2017-07-20,10939.0,28.42875,33.226875,24.171875,0.0,9.784375,21.352,78.748125,33.62833333,1788.38,1437.78,1229.31,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
136,2017-07-21,10872.0,29.28375,33.526875,25.766875,14.675,7.429375,17.93933333,78.9075,35.845,1788.69,1437.68,1229.31,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
137,2017-07-24,10720.0,27.463125,31.060625,25.4175,44.39230769,3.440714286,10.76866667,87.92375,41.79166667,1789.37,1437.59,1229.35,2.2,7.0,0.7,1.7,1.0,2.5,1.8,3.0
